(['7', '5', '2', '8', '9'], 740)[0, 0, 0, 0, 0, 0, 9]
(['4', 'A', 'Q', '6', '3'], 51)[0, 0, 0, 0, 0, 0, 14]
(['5', '8', 'A', '6', 'J'], 963)[0, 0, 0, 0, 0, 0, 14]
(['5', '9', 'A', 'T', '3'], 937)[0, 0, 0, 0, 0, 0, 14]
(['5', 'K', 'A', '8', '9'], 45)[0, 0, 0, 0, 0, 0, 14]
(['5', 'A', '9', '6', '7'], 786)[0, 0, 0, 0, 0, 0, 14]
(['6', 'Q', 'A', '8', '7'], 12)[0, 0, 0, 0, 0, 0, 14]
(['6', 'A', '9', 'Q', '8'], 525)[0, 0, 0, 0, 0, 0, 14]
(['7', '2', '5', 'A', '6'], 424)[0, 0, 0, 0, 0, 0, 14]
(['7', 'J', '3', 'A', '6'], 342)[0, 0, 0, 0, 0, 0, 14]
(['7', 'J', '9', '8', 'A'], 399)[0, 0, 0, 0, 0, 0, 14]
(['8', '2', 'T', 'K', 'A'], 781)[0, 0, 0, 0, 0, 0, 14]
(['8', '2', 'A', '5', '3'], 249)[0, 0, 0, 0, 0, 0, 14]
(['8', '5', 'A', 'J', '2'], 348)[0, 0, 0, 0, 0, 0, 14]
(['8', '7', 'A', '6', '5'], 287)[0, 0, 0, 0, 0, 0, 14]
(['8', 'T', '9', 'A', '5'], 390)[0, 0, 0, 0, 0, 0, 14]
(['8', 'Q', '4', 'A', '5'], 246)[0, 0, 0, 0, 0, 0, 14]
(['8', 'A', 'K', 'Q', 'T'], 120)[0, 0, 0, 0, 0, 0, 14]
(['9', '5', 'A', '3', '2'], 824)[0, 0, 0, 0, 0, 0, 14]
(['9', '7', '3', 'A', '4'], 32)[0, 0, 0, 0, 0, 0, 14]
(['9', '7', 'A', '5', 'T'], 878)[0, 0, 0, 0, 0, 0, 14]
(['9', 'T', 'A', 'J', '7'], 93)[0, 0, 0, 0, 0, 0, 14]
(['9', 'Q', 'A', 'J', 'K'], 310)[0, 0, 0, 0, 0, 0, 14]
(['9', 'K', '8', 'A', '7'], 274)[0, 0, 0, 0, 0, 0, 14]
(['9', 'A', '2', '7', '3'], 969)[0, 0, 0, 0, 0, 0, 14]
(['9', 'A', '4', 'Q', '7'], 531)[0, 0, 0, 0, 0, 0, 14]
(['T', '2', '3', '7', 'A'], 578)[0, 0, 0, 0, 0, 0, 14]
(['T', '2', 'A', 'J', '3'], 860)[0, 0, 0, 0, 0, 0, 14]
(['T', '3', 'K', 'A', '2'], 779)[0, 0, 0, 0, 0, 0, 14]
(['T', '3', 'A', 'Q', '7'], 609)[0, 0, 0, 0, 0, 0, 14]
(['T', '8', '5', '3', 'A'], 882)[0, 0, 0, 0, 0, 0, 14]
(['T', '9', '4', 'A', '5'], 115)[0, 0, 0, 0, 0, 0, 14]
(['T', 'J', 'A', '8', 'Q'], 752)[0, 0, 0, 0, 0, 0, 14]
(['T', 'Q', '6', 'A', '2'], 250)[0, 0, 0, 0, 0, 0, 14]
(['T', 'A', '9', '3', 'Q'], 33)[0, 0, 0, 0, 0, 0, 14]
(['T', 'A', 'Q', '5', 'K'], 129)[0, 0, 0, 0, 0, 0, 14]
(['J', 'T', '4', 'A', '3'], 787)[0, 0, 0, 0, 0, 0, 14]
(['J', 'K', '5', 'A', '8'], 445)[0, 0, 0, 0, 0, 0, 14]
(['J', 'A', '4', '6', 'T'], 472)[0, 0, 0, 0, 0, 0, 14]
(['Q', '4', 'J', 'A', '9'], 769)[0, 0, 0, 0, 0, 0, 14]
(['Q', '6', 'A', '5', '4'], 606)[0, 0, 0, 0, 0, 0, 14]
(['Q', 'J', '8', '5', 'A'], 537)[0, 0, 0, 0, 0, 0, 14]
(['Q', 'A', '7', '6', '4'], 57)[0, 0, 0, 0, 0, 0, 14]
(['K', '2', 'J', '7', 'A'], 733)[0, 0, 0, 0, 0, 0, 14]
(['K', '4', 'J', '8', 'A'], 806)[0, 0, 0, 0, 0, 0, 14]
(['K', '8', '4', '9', 'A'], 505)[0, 0, 0, 0, 0, 0, 14]
(['K', '8', 'A', '2', '7'], 471)[0, 0, 0, 0, 0, 0, 14]
(['K', '8', 'A', '6', '4'], 813)[0, 0, 0, 0, 0, 0, 14]
(['K', 'T', '6', 'A', '4'], 642)[0, 0, 0, 0, 0, 0, 14]
(['K', 'Q', '7', 'A', '4'], 352)[0, 0, 0, 0, 0, 0, 14]
(['K', 'A', '5', 'T', '2'], 844)[0, 0, 0, 0, 0, 0, 14]
(['K', 'A', '7', '3', '9'], 284)[0, 0, 0, 0, 0, 0, 14]
(['A', '2', 'J', 'Q', '9'], 905)[0, 0, 0, 0, 0, 0, 14]
(['A', '2', 'Q', '7', '4'], 479)[0, 0, 0, 0, 0, 0, 14]
(['A', '3', '4', '6', '5'], 353)[0, 0, 0, 0, 0, 0, 14]
(['A', '3', '4', '7', '6'], 198)[0, 0, 0, 0, 0, 0, 14]
(['A', '3', '5', '2', 'K'], 483)[0, 0, 0, 0, 0, 0, 14]
(['A', '3', 'T', '8', 'J'], 684)[0, 0, 0, 0, 0, 0, 14]
(['A', '4', '6', '2', '8'], 877)[0, 0, 0, 0, 0, 0, 14]
(['A', '4', '9', '2', 'Q'], 892)[0, 0, 0, 0, 0, 0, 14]
(['A', '4', 'T', 'J', '8'], 911)[0, 0, 0, 0, 0, 0, 14]
(['A', '7', 'T', 'K', '8'], 515)[0, 0, 0, 0, 0, 0, 14]
(['A', '8', 'T', '3', '2'], 92)[0, 0, 0, 0, 0, 0, 14]
(['A', 'T', '9', '2', 'Q'], 178)[0, 0, 0, 0, 0, 0, 14]
(['A', 'Q', 'T', '4', '8'], 354)[0, 0, 0, 0, 0, 0, 14]
(['A', 'K', '7', '4', '9'], 600)[0, 0, 0, 0, 0, 0, 14]
(['2', '2', '3', 'J', 'A'], 534)[0, 0, 0, 0, 0, 1, 0]
(['2', '2', '4', 'Q', '8'], 395)[0, 0, 0, 0, 0, 1, 0]
(['2', '4', '7', '4', '8'], 104)[0, 0, 0, 0, 0, 1, 0]
(['2', '5', '2', 'J', '3'], 84)[0, 0, 0, 0, 0, 1, 0]
(['2', '5', '4', '2', 'J'], 389)[0, 0, 0, 0, 0, 1, 0]
(['2', '5', '4', '7', '5'], 930)[0, 0, 0, 0, 0, 1, 0]
(['2', '6', '2', 'J', '3'], 495)[0, 0, 0, 0, 0, 1, 0]
(['2', '6', '6', 'Q', '8'], 446)[0, 0, 0, 0, 0, 1, 0]
(['2', '7', '3', '2', '9'], 413)[0, 0, 0, 0, 0, 1, 0]
(['2', '8', 'A', 'T', 'T'], 686)[0, 0, 0, 0, 0, 1, 0]
(['2', '9', '4', '2', 'J'], 651)[0, 0, 0, 0, 0, 1, 0]
(['2', '9', '7', 'A', '9'], 103)[0, 0, 0, 0, 0, 1, 0]
(['2', '9', 'J', '2', 'T'], 316)[0, 0, 0, 0, 0, 1, 0]
(['2', '9', 'J', '4', '4'], 309)[0, 0, 0, 0, 0, 1, 0]
(['2', 'T', '7', 'T', '3'], 614)[0, 0, 0, 0, 0, 1, 0]
(['2', 'T', '8', '8', 'Q'], 927)[0, 0, 0, 0, 0, 1, 0]
(['2', 'T', 'J', 'T', '5'], 608)[0, 0, 0, 0, 0, 1, 0]
(['2', 'J', 'Q', '2', '5'], 238)[0, 0, 0, 0, 0, 1, 0]
(['2', 'J', 'K', '2', '6'], 123)[0, 0, 0, 0, 0, 1, 0]
(['2', 'Q', 'J', '3', '3'], 558)[0, 0, 0, 0, 0, 1, 0]
(['2', 'A', '7', '2', '6'], 293)[0, 0, 0, 0, 0, 1, 0]
(['2', 'A', '9', '2', 'K'], 282)[0, 0, 0, 0, 0, 1, 0]
(['3', '2', '7', '2', '4'], 950)[0, 0, 0, 0, 0, 1, 0]
(['3', '2', 'J', '7', '7'], 305)[0, 0, 0, 0, 0, 1, 0]
(['3', '4', '5', 'J', '3'], 956)[0, 0, 0, 0, 0, 1, 0]
(['3', '4', '8', '8', 'J'], 831)[0, 0, 0, 0, 0, 1, 0]
(['3', '5', '5', 'J', '2'], 350)[0, 0, 0, 0, 0, 1, 0]
(['3', '6', '8', '8', 'K'], 690)[0, 0, 0, 0, 0, 1, 0]
(['3', '6', 'K', 'Q', 'Q'], 639)[0, 0, 0, 0, 0, 1, 0]
(['3', '7', '2', '2', 'A'], 437)[0, 0, 0, 0, 0, 1, 0]
(['3', '7', 'J', '6', 'J'], 533)[0, 0, 0, 0, 0, 1, 0]
(['3', '7', 'J', '8', '8'], 416)[0, 0, 0, 0, 0, 1, 0]
(['3', '8', '3', 'J', 'K'], 965)[0, 0, 0, 0, 0, 1, 0]
(['3', '9', 'Q', 'Q', '4'], 563)[0, 0, 0, 0, 0, 1, 0]
(['3', 'J', '8', 'K', '8'], 574)[0, 0, 0, 0, 0, 1, 0]
(['3', 'Q', '3', '5', '4'], 653)[0, 0, 0, 0, 0, 1, 0]
(['3', 'Q', 'Q', 'T', 'A'], 615)[0, 0, 0, 0, 0, 1, 0]
(['3', 'A', '2', 'A', 'J'], 866)[0, 0, 0, 0, 0, 1, 0]
(['3', 'A', '7', '2', 'A'], 659)[0, 0, 0, 0, 0, 1, 0]
(['4', '2', 'A', '4', 'J'], 748)[0, 0, 0, 0, 0, 1, 0]
(['4', '3', '5', '4', 'J'], 36)[0, 0, 0, 0, 0, 1, 0]
(['4', '3', 'Q', '8', '3'], 744)[0, 0, 0, 0, 0, 1, 0]
(['4', '3', 'K', '4', 'A'], 507)[0, 0, 0, 0, 0, 1, 0]
(['4', '4', '2', '6', '5'], 227)[0, 0, 0, 0, 0, 1, 0]
(['4', '4', '2', 'K', 'T'], 347)[0, 0, 0, 0, 0, 1, 0]
(['4', '4', '5', '9', '2'], 876)[0, 0, 0, 0, 0, 1, 0]
(['4', '5', '5', '2', 'T'], 780)[0, 0, 0, 0, 0, 1, 0]
(['4', '5', '9', '7', '5'], 288)[0, 0, 0, 0, 0, 1, 0]
(['4', '7', '8', '4', 'J'], 205)[0, 0, 0, 0, 0, 1, 0]
(['4', '8', '4', '3', '7'], 58)[0, 0, 0, 0, 0, 1, 0]
(['4', '8', '4', '9', 'K'], 821)[0, 0, 0, 0, 0, 1, 0]
(['4', '8', '7', 'T', '7'], 514)[0, 0, 0, 0, 0, 1, 0]
(['4', '8', '8', 'J', 'K'], 474)[0, 0, 0, 0, 0, 1, 0]
(['4', '8', 'J', '4', 'A'], 19)[0, 0, 0, 0, 0, 1, 0]
(['4', '9', '4', 'T', 'J'], 755)[0, 0, 0, 0, 0, 1, 0]
(['4', '9', '9', '3', 'J'], 585)[0, 0, 0, 0, 0, 1, 0]
(['4', '9', '9', 'J', '8'], 934)[0, 0, 0, 0, 0, 1, 0]
(['4', '9', 'J', '5', '5'], 406)[0, 0, 0, 0, 0, 1, 0]
(['4', 'T', 'A', '4', 'J'], 398)[0, 0, 0, 0, 0, 1, 0]
(['4', 'J', '2', '8', '8'], 722)[0, 0, 0, 0, 0, 1, 0]
(['4', 'J', '6', '9', '4'], 116)[0, 0, 0, 0, 0, 1, 0]
(['4', 'J', '7', 'T', 'J'], 580)[0, 0, 0, 0, 0, 1, 0]
(['4', 'Q', '4', 'J', 'K'], 522)[0, 0, 0, 0, 0, 1, 0]
(['4', 'Q', '9', '4', 'K'], 564)[0, 0, 0, 0, 0, 1, 0]
(['4', 'K', '5', 'K', '8'], 803)[0, 0, 0, 0, 0, 1, 0]
(['4', 'K', 'Q', 'J', 'K'], 125)[0, 0, 0, 0, 0, 1, 0]
(['4', 'K', 'A', 'A', '9'], 89)[0, 0, 0, 0, 0, 1, 0]
(['5', '2', '5', '4', '6'], 441)[0, 0, 0, 0, 0, 1, 0]
(['5', '2', '5', '8', '3'], 225)[0, 0, 0, 0, 0, 1, 0]
(['5', '2', 'Q', '7', 'Q'], 247)[0, 0, 0, 0, 0, 1, 0]
(['5', '3', 'A', 'Q', '3'], 698)[0, 0, 0, 0, 0, 1, 0]
(['5', '4', '4', '8', '3'], 176)[0, 0, 0, 0, 0, 1, 0]
(['5', '5', '2', 'Q', '7'], 724)[0, 0, 0, 0, 0, 1, 0]
(['5', '5', '4', '2', 'K'], 378)[0, 0, 0, 0, 0, 1, 0]
(['5', '6', '3', '9', '3'], 460)[0, 0, 0, 0, 0, 1, 0]
(['5', '6', 'J', '3', 'J'], 671)[0, 0, 0, 0, 0, 1, 0]
(['5', '7', '7', 'T', 'J'], 536)[0, 0, 0, 0, 0, 1, 0]
(['5', '7', '7', 'J', 'K'], 595)[0, 0, 0, 0, 0, 1, 0]
(['5', '8', '2', '2', '6'], 519)[0, 0, 0, 0, 0, 1, 0]
(['5', '8', '6', '4', '4'], 411)[0, 0, 0, 0, 0, 1, 0]
(['5', '8', '8', '4', 'Q'], 108)[0, 0, 0, 0, 0, 1, 0]
(['5', '9', '5', '6', '3'], 636)[0, 0, 0, 0, 0, 1, 0]
(['5', '9', '5', '7', '8'], 289)[0, 0, 0, 0, 0, 1, 0]
(['5', '9', '7', 'K', '7'], 401)[0, 0, 0, 0, 0, 1, 0]
(['5', 'T', '4', 'A', '5'], 433)[0, 0, 0, 0, 0, 1, 0]
(['5', 'T', '6', '6', '3'], 262)[0, 0, 0, 0, 0, 1, 0]
(['5', 'J', '7', '5', '4'], 408)[0, 0, 0, 0, 0, 1, 0]
(['5', 'Q', '9', 'Q', '6'], 586)[0, 0, 0, 0, 0, 1, 0]
(['5', 'Q', 'Q', '2', '4'], 245)[0, 0, 0, 0, 0, 1, 0]
(['5', 'K', 'A', '9', '9'], 754)[0, 0, 0, 0, 0, 1, 0]
(['5', 'K', 'A', 'Q', 'A'], 929)[0, 0, 0, 0, 0, 1, 0]
(['6', '2', 'Q', '9', 'Q'], 978)[0, 0, 0, 0, 0, 1, 0]
(['6', '3', '7', '3', 'J'], 747)[0, 0, 0, 0, 0, 1, 0]
(['6', '3', 'A', 'K', '3'], 447)[0, 0, 0, 0, 0, 1, 0]
(['6', '5', '2', 'K', '6'], 174)[0, 0, 0, 0, 0, 1, 0]
(['6', '6', '9', '2', 'K'], 266)[0, 0, 0, 0, 0, 1, 0]
(['6', '6', 'J', 'K', '5'], 161)[0, 0, 0, 0, 0, 1, 0]
(['6', '7', '3', '9', '6'], 644)[0, 0, 0, 0, 0, 1, 0]
(['6', '9', 'K', 'A', 'A'], 766)[0, 0, 0, 0, 0, 1, 0]
(['6', 'T', 'A', '5', '6'], 236)[0, 0, 0, 0, 0, 1, 0]
(['6', 'J', 'K', '2', 'K'], 887)[0, 0, 0, 0, 0, 1, 0]
(['6', 'K', 'Q', '6', '5'], 299)[0, 0, 0, 0, 0, 1, 0]
(['6', 'K', 'K', '5', '7'], 344)[0, 0, 0, 0, 0, 1, 0]
(['6', 'A', '5', 'K', '6'], 298)[0, 0, 0, 0, 0, 1, 0]
(['7', '2', '7', '9', 'Q'], 277)[0, 0, 0, 0, 0, 1, 0]
(['7', '2', 'J', '8', '2'], 351)[0, 0, 0, 0, 0, 1, 0]
(['7', '3', '8', '3', 'J'], 275)[0, 0, 0, 0, 0, 1, 0]
(['7', '3', 'J', '7', 'T'], 898)[0, 0, 0, 0, 0, 1, 0]
(['7', '3', 'Q', '7', '9'], 258)[0, 0, 0, 0, 0, 1, 0]
(['7', '5', '5', 'K', '2'], 140)[0, 0, 0, 0, 0, 1, 0]
(['7', '6', '7', '4', '9'], 429)[0, 0, 0, 0, 0, 1, 0]
(['7', '6', 'T', '3', '6'], 216)[0, 0, 0, 0, 0, 1, 0]
(['7', '6', 'J', 'T', '7'], 468)[0, 0, 0, 0, 0, 1, 0]
(['7', '6', 'J', 'A', 'J'], 611)[0, 0, 0, 0, 0, 1, 0]
(['7', '7', '2', '9', '4'], 951)[0, 0, 0, 0, 0, 1, 0]
(['7', '7', '5', '4', 'Q'], 290)[0, 0, 0, 0, 0, 1, 0]
(['7', '7', '5', 'J', '9'], 763)[0, 0, 0, 0, 0, 1, 0]
(['7', '7', 'K', '9', 'J'], 280)[0, 0, 0, 0, 0, 1, 0]
(['7', '7', 'A', 'J', '3'], 451)[0, 0, 0, 0, 0, 1, 0]
(['7', '8', '2', 'Q', '7'], 856)[0, 0, 0, 0, 0, 1, 0]
(['7', '8', 'T', '7', 'J'], 699)[0, 0, 0, 0, 0, 1, 0]
(['7', 'T', '5', '3', '3'], 640)[0, 0, 0, 0, 0, 1, 0]
(['7', 'T', 'J', '7', 'Q'], 526)[0, 0, 0, 0, 0, 1, 0]
(['7', 'J', 'Q', 'A', '7'], 921)[0, 0, 0, 0, 0, 1, 0]
(['7', 'J', 'Q', 'A', 'A'], 846)[0, 0, 0, 0, 0, 1, 0]
(['7', 'Q', '6', '6', 'K'], 879)[0, 0, 0, 0, 0, 1, 0]
(['7', 'K', '9', 'J', 'J'], 405)[0, 0, 0, 0, 0, 1, 0]
